parent_id	account_id	predecessor_witness_id	predecessor_join_kind	predecessor_join_key	predecessor_metric_value	predecessor_raw_candidate_id	successor_join_kind	evidence_kind	method_state	source_identity_label	identity_page	identity_line	identity_locator	identity_text	metric_page	metric_line	metric_locator	metric_text	metric_name	metric_column	metric_column_index	evaluation_scope	metric_value	raw_candidate_id	evidence_source_kind	evidence_source_path	source_text_sha256	evidence_span_sha256	negative_kind	header_page	header_line	header_locator	header_text	header_sha256	negative_page	negative_line	negative_locator	negative_text	negative_value	negative_reason
2505.05084	2505.05084:binoculars-isotonic	2505.05084:binoculars-isotonic@bc7535646fb4fe2a	table_configuration_join	locator=table2;identity_line=590	0.98	2505.05084:45f7cdcc812cab9e	source_owned_state_join	table_row	Binoculars isotonic calibration	of w =	17	1192	preceding Figure 10: Hyperparameter Sensitivity Analysis of w. | following Figure 10 presents the performance of varying	of w = 100 is employed, as this width yields the Detector Method FPR F1	17	1202	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	clines, indicating that excessively large bin widths Isotonic Regression 7.34 89.98	F1	numeric cell 2 of 2 in exact result row	2	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-; exact row/configuration for Binoculars isotonic calibration; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	89.98		extracted_primary_pdf_text	papers/2505.05084.pdf	077dc22661687ff13b00702a56b4be140082d2d5d0d2ae1832da299a481beb73	d9a633edd72fd3ecab45d0755d111f527b7148a2b8ba58957441ed1f09f91e7f	wrong_column	17	1200	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	consistently strong when w ≤ 200. However, at Maximizing F1 7.26 90.12	a0658a8db018a59071602642fad256daa0baba78a56c0014ec1ad5ac10774bde	17	1202	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	clines, indicating that excessively large bin widths Isotonic Regression 7.34 89.98	7.34	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.05084	2505.05084:binoculars-max-f1	2505.05084:binoculars-max-f1@410dddb7dd04e27d	table_configuration_join	locator=table2;identity_line=615	0.98	2505.05084:45f7cdcc812cab9e	source_owned_state_join	table_row	Binoculars F1-maximizing threshold	of w =	17	1192	preceding Figure 10: Hyperparameter Sensitivity Analysis of w. | following Figure 10 presents the performance of varying	of w = 100 is employed, as this width yields the Detector Method FPR F1	17	1200	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	consistently strong when w ≤ 200. However, at Maximizing F1 7.26 90.12	F1	numeric cell 3 of 3 in exact result row	3	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-; exact row/configuration for Binoculars F1-maximizing threshold; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	90.12	2505.05084:97628a7c49b24896	extracted_primary_pdf_text	papers/2505.05084.pdf	077dc22661687ff13b00702a56b4be140082d2d5d0d2ae1832da299a481beb73	4528168702f028e18e5b2610ff73d3dadf2217d5dc7e904853a06855057d0430	wrong_column	17	1200	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	consistently strong when w ≤ 200. However, at Maximizing F1 7.26 90.12	a0658a8db018a59071602642fad256daa0baba78a56c0014ec1ad5ac10774bde	17	1200	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	consistently strong when w ≤ 200. However, at Maximizing F1 7.26 90.12	7.26	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.05084	2505.05084:binoculars-mcp	2505.05084:binoculars-mcp@7f7d3fdff9958395	same_window	page=6;identity_line=400;metric_line=400	92.44	2505.05084:0d396d014fb4682a	source_owned_state_join	table_row	Binoculars multiscaled conformal prediction	of w =	17	1192	preceding Figure 10: Hyperparameter Sensitivity Analysis of w. | following Figure 10 presents the performance of varying	of w = 100 is employed, as this width yields the Detector Method FPR F1	17	1203	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	MCP 0.72 92.28	F1	numeric cell 2 of 2 in exact result row	2	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-; exact row/configuration for Binoculars multiscaled conformal prediction; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	92.28	2505.05084:e222b266806fe0ef	extracted_primary_pdf_text	papers/2505.05084.pdf	077dc22661687ff13b00702a56b4be140082d2d5d0d2ae1832da299a481beb73	a806cf6117a0d9532f95475bec9b619c575e7627bc9ecf2b591199f698e1afca	wrong_column	17	1200	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	consistently strong when w ≤ 200. However, at Maximizing F1 7.26 90.12	a0658a8db018a59071602642fad256daa0baba78a56c0014ec1ad5ac10774bde	17	1203	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	MCP 0.72 92.28	0.72	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.05084	2505.05084:binoculars-platt	2505.05084:binoculars-platt@94b49a0fbc3b34f1	table_configuration_join	locator=table2;identity_line=590	0.98	2505.05084:45f7cdcc812cab9e	source_owned_state_join	table_row	Binoculars Platt calibration	binocularsplatt	17	1192	preceding Figure 10: Hyperparameter Sensitivity Analysis of w. | following Figure 10 presents the performance of varying	of w = 100 is employed, as this width yields the Detector Method FPR F1	17	1201	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	w = 500, detection performance noticeably de- Binoculars Platt Scaling 6.54 90.18	F1	numeric cell 3 of 3 in exact result row	3	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-; exact row/configuration for Binoculars Platt calibration; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	90.18	2505.05084:2d0431eb240134bb	extracted_primary_pdf_text	papers/2505.05084.pdf	077dc22661687ff13b00702a56b4be140082d2d5d0d2ae1832da299a481beb73	501e35505dcc6c82f603213f7eea55312dcca20327fc2bd17ec28dda39d2a424	wrong_column	17	1200	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	consistently strong when w ≤ 200. However, at Maximizing F1 7.26 90.12	a0658a8db018a59071602642fad256daa0baba78a56c0014ec1ad5ac10774bde	17	1201	preceding Figure 10 presents the performance of varying | following Table 7: Detection Performance with Different Calibra-	w = 500, detection performance noticeably de- Binoculars Platt Scaling 6.54 90.18	6.54	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.12507	2505.12507:lm2-gpt2-tokenizer	2505.12507:lm2-gpt2-tokenizer@f414e44133e4cd97	table_configuration_join	locator=table1;identity_line=427	0.90	2505.12507:31aebe76431a1d8c	source_owned_state_join	table_row	LM2otifs GPT-2 tokenizer	Metric Bert GPT2 Bert GPT2 ment is CUDA	21	1275	preceding Table 17: MGT detection performance comparison on	Metric Bert GPT2 Bert GPT2	21	1278	preceding Table 17: MGT detection performance comparison on	ment is CUDA 11.3 and Driver Version 550.54.15. AUC 1.00 1.00 0.99 1.00	AUC	numeric cell 4 of 7 in exact result row	4	preceding Table 17: MGT detection performance comparison on; exact row/configuration for LM2otifs GPT-2 tokenizer; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	1.00	2505.12507:0908211fd1eaf049	extracted_primary_pdf_text	papers/2505.12507.pdf	4a91ca2d94777e362183e91320226d560b8539a985ab2b829d5aec00d374826b	621aacbccbb621504644b391cbf1d845c1985560e97fdf88ab200e5d8ee1623e	wrong_column	21	1278	preceding Table 17: MGT detection performance comparison on	ment is CUDA 11.3 and Driver Version 550.54.15. AUC 1.00 1.00 0.99 1.00	419d74263a1956685296d9d6a850079060c8033099d628724d20777ea4047497	21	1278	preceding Table 17: MGT detection performance comparison on	ment is CUDA 11.3 and Driver Version 550.54.15. AUC 1.00 1.00 0.99 1.00	0.99	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.12507	2505.12507:lm2-u	2505.12507:lm2-u@c570ef1eae0459b5	table_configuration_join	locator=table1;identity_line=486	0.90	2505.12507:31aebe76431a1d8c	source_owned_row_join	table_row	LM2otifs undirected-graph ablation	LM2 OTIFS-U	22	1325	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	LM2 OTIFS-U 0.95 0.94 1.00 0.98 0.97 HC3 dataset, a significant performance drop in the	22	1325	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	LM2 OTIFS-U 0.95 0.94 1.00 0.98 0.97 HC3 dataset, a significant performance drop in the	AUC	numeric cell 1 of 5 in exact result row	1	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation; exact row/configuration for LM2otifs undirected-graph ablation; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	0.95	2505.12507:16ea4a1348d234ef	extracted_primary_pdf_text	papers/2505.12507.pdf	4a91ca2d94777e362183e91320226d560b8539a985ab2b829d5aec00d374826b	2fd5282cbd9b07207bab2be35c5266ceaaafd6334d30adc0176b7e5a145fe503	wrong_column	22	1319	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	Table 18: Ablation analysis on HC3 dataset. The best	4f2b69739232447b28088c08fc4c30a450b34e47829a632dc5c4c0a5f2fd7366	22	1325	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	LM2 OTIFS-U 0.95 0.94 1.00 0.98 0.97 HC3 dataset, a significant performance drop in the	0.94	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.12507	2505.12507:lm2-uw	2505.12507:lm2-uw@55c3936ca97cabcd	table_configuration_join	locator=table1;identity_line=486	0.90	2505.12507:31aebe76431a1d8c	source_owned_row_join	table_row	LM2otifs undirected weighted-graph ablation	LM2 OTIFS-UW	22	1332	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	LM2 OTIFS-UW 0.98 0.79 1.00 0.93 0.92	22	1332	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	LM2 OTIFS-UW 0.98 0.79 1.00 0.93 0.92	AUC	numeric cell 1 of 5 in exact result row	1	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation; exact row/configuration for LM2otifs undirected weighted-graph ablation; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	0.98	2505.12507:71312397d61b4fbe	extracted_primary_pdf_text	papers/2505.12507.pdf	4a91ca2d94777e362183e91320226d560b8539a985ab2b829d5aec00d374826b	c2ed79babf51255be2282f06fdd53f62ddbebbe026648c2f85d396a21e809b7c	wrong_column	22	1319	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	Table 18: Ablation analysis on HC3 dataset. The best	4f2b69739232447b28088c08fc4c30a450b34e47829a632dc5c4c0a5f2fd7366	22	1332	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	LM2 OTIFS-UW 0.98 0.79 1.00 0.93 0.92	0.79	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.12507	2505.12507:lm2-w	2505.12507:lm2-w@299a3f3d55a2c027	table_configuration_join	locator=table1;identity_line=486	0.90	2505.12507:31aebe76431a1d8c	source_owned_row_join	table_row	LM2otifs weighted-graph ablation	LM2 OTIFS-W	22	1331	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	LM2 OTIFS-W 1.00 0.84 1.00 0.94 0.95	22	1331	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	LM2 OTIFS-W 1.00 0.84 1.00 0.94 0.95	AUC	numeric cell 1 of 5 in exact result row	1	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation; exact row/configuration for LM2otifs weighted-graph ablation; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	1.00	2505.12507:db91ba8f3370ad3b	extracted_primary_pdf_text	papers/2505.12507.pdf	4a91ca2d94777e362183e91320226d560b8539a985ab2b829d5aec00d374826b	c8cfb380296a0bb8708752723d5eccb11281fde5ad65d99c02f574e50cf3f9ea	wrong_column	22	1319	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	Table 18: Ablation analysis on HC3 dataset. The best	4f2b69739232447b28088c08fc4c30a450b34e47829a632dc5c4c0a5f2fd7366	22	1331	preceding Table 18: Ablation analysis on HC3 dataset. The best | following Figure 9 and Table 21. As shown, the explanation	LM2 OTIFS-W 1.00 0.84 1.00 0.94 0.95	0.84	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.12507	2505.12507:lrr	2505.12507:lrr@aa9faa19d943fb36	same_window	page=7;identity_line=388;metric_line=388	0.90	2505.12507:c0e802debe78afa5	source_owned_row_join	table_row	LRR	lrr	7	388	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	Duval and Malliaros, 2021) approximate local pre- LRR 0.96 0.86 0.87 0.90 1.00 0.98 0.96 0.98	7	388	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	Duval and Malliaros, 2021) approximate local pre- LRR 0.96 0.86 0.87 0.90 1.00 0.98 0.96 0.98	AUC	numeric cell 2 of 9 in exact result row	2	preceding Table 1: Detection comparisons on HGTs and ChatGPT-; exact row/configuration for LRR; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	0.96	2505.12507:c0e802debe78afa5	extracted_primary_pdf_text	papers/2505.12507.pdf	4a91ca2d94777e362183e91320226d560b8539a985ab2b829d5aec00d374826b	15d697b1c55fef9895da684a1bb3754d1294d096c4b2b5761c66be0140bb19a7	wrong_column	7	382	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	et al., 2021b) identify important features and sub- ACC AUC	12c1e4f5d061d321edd2ccad9a5a5e02ad67958b20ad4bf6977a531303a52771	7	388	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	Duval and Malliaros, 2021) approximate local pre- LRR 0.96 0.86 0.87 0.90 1.00 0.98 0.96 0.98	0.86	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.12507	2505.12507:npr	2505.12507:npr@d9a87cc92ccefa5a	same_window	page=7;identity_line=387;metric_line=388	0.90	2505.12507:c0e802debe78afa5	source_owned_row_join	table_row	NPR	npr	7	387	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	NPR 0.83 0.71 0.79 0.78 1.00 0.93 0.97 0.97	7	387	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	NPR 0.83 0.71 0.79 0.78 1.00 0.93 0.97 0.97	AUC	numeric cell 5 of 8 in exact result row	5	preceding Table 1: Detection comparisons on HGTs and ChatGPT-; exact row/configuration for NPR; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	1.00	2505.12507:b8017ba6ddf1f8ee	extracted_primary_pdf_text	papers/2505.12507.pdf	4a91ca2d94777e362183e91320226d560b8539a985ab2b829d5aec00d374826b	80ffd171ed1b39e3b2aae69a759b70ded3c474f9ce100ffe15fd9973a8c8c0b7	wrong_column	7	382	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	et al., 2021b) identify important features and sub- ACC AUC	12c1e4f5d061d321edd2ccad9a5a5e02ad67958b20ad4bf6977a531303a52771	7	387	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	NPR 0.83 0.71 0.79 0.78 1.00 0.93 0.97 0.97	0.78	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.12507	2505.12507:roberta-qa	2505.12507:roberta-qa@dbd685a9d33d497b	table_configuration_join	locator=table1;identity_line=381	0.90	2505.12507:c0e802debe78afa5	source_owned_row_join	table_row	RoBERTa-QA	We conduct extensive experiments to evaluate ours. R-QA	7	399	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	We conduct extensive experiments to evaluate ours. R-QA 1.00 0.95 0.80 0.91 1.00 0.99 0.96 0.98	7	399	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	We conduct extensive experiments to evaluate ours. R-QA 1.00 0.95 0.80 0.91 1.00 0.99 0.96 0.98	AUC	numeric cell 1 of 8 in exact result row	1	preceding Table 1: Detection comparisons on HGTs and ChatGPT-; exact row/configuration for RoBERTa-QA; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	1.00	2505.12507:c6e3bc92a9658328	extracted_primary_pdf_text	papers/2505.12507.pdf	4a91ca2d94777e362183e91320226d560b8539a985ab2b829d5aec00d374826b	a907ae1ec8186252ab42fcc0bbe01e9c7526327e3cd7d51de99d738802db49ed	wrong_column	7	382	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	et al., 2021b) identify important features and sub- ACC AUC	12c1e4f5d061d321edd2ccad9a5a5e02ad67958b20ad4bf6977a531303a52771	7	399	preceding Table 1: Detection comparisons on HGTs and ChatGPT-	We conduct extensive experiments to evaluate ours. R-QA 1.00 0.95 0.80 0.91 1.00 0.99 0.96 0.98	0.95	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.13855	2505.13855:qwen18b	2505.13855:qwen18b@244dde834f43d020	same_window	page=4;identity_line=204;metric_line=204	99.89	2505.13855:00cb305fe4828e73	source_owned_row_join	table_row	Qwen1.5-1.8B	qwen18b	4	204	following Table 1: Performance on detecting machine-generated text in various domains from the MAGE benchmark. Bold	Qwen1.8B 99.89 98.33 98.49 99.71 98.97 98.89 98.89 98.69 97.79 97.74 71.58 39.05 91.56 81.97 88.41	4	204	following Table 1: Performance on detecting machine-generated text in various domains from the MAGE benchmark. Bold	Qwen1.8B 99.89 98.33 98.49 99.71 98.97 98.89 98.89 98.69 97.79 97.74 71.58 39.05 91.56 81.97 88.41	AUROC	numeric cell 2 of 16 in exact result row	2	following Table 1: Performance on detecting machine-generated text in various domains from the MAGE benchmark. Bold; exact row/configuration for Qwen1.5-1.8B; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	99.89	2505.13855:00cb305fe4828e73	extracted_primary_pdf_text	papers/2505.13855.pdf	9b1463de50a80a95f04565b7a84ea5d4418f74405627a0da0e584f6b64fce338	81d22d82edc4eb28da185d8c8c9ed1b9b13386d9574424f5f6cead907664ecd3	wrong_column	4	202	following Table 1: Performance on detecting machine-generated text in various domains from the MAGE benchmark. Bold	MAGE – AUROC (%)	f7b8c00216d1e676a693377e01185887fb0a8f1c09254e30a89c842dee9fb3ac	4	204	following Table 1: Performance on detecting machine-generated text in various domains from the MAGE benchmark. Bold	Qwen1.8B 99.89 98.33 98.49 99.71 98.97 98.89 98.89 98.69 97.79 97.74 71.58 39.05 91.56 81.97 88.41	98.33	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.14271	2505.14271:faid-fuzzy-cmeans	2505.14271:faid-fuzzy-cmeans@fc90bbfa5658daff	table_configuration_join	locator=table1;identity_line=402	94.34	2505.14271:6cff2ef01430914f	source_owned_row_join	table_row	FAID fuzzy C-means clustering	Fuzzy C-Means	19	1301	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.	Fuzzy C-Means 92.67 92.31 90.04 89.53	19	1301	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.	Fuzzy C-Means 92.67 92.31 90.04 89.53	accuracy	numeric cell 1 of 4 in exact result row	1	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.; exact row/configuration for FAID fuzzy C-means clustering; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	92.67	2505.14271:eff8964b4e18da9c	extracted_primary_pdf_text	papers/2505.14271.pdf	8b3058043686eae05e625beda122bee25f51a3dbf97c76f202f433c4c913c831	f5d4b630cbb54634dc3f3d97b9052f54c54342c9c3d8a6a11cf792a072f66f44	wrong_column	19	1297	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.	Accuracy ↑ F1-macro ↑ Accuracy ↑ F1-macro ↑	2cde78a93e4b9e61c47ec170e1e924c2e3dcee71fabcba0e305b2ab6f0dae72f	19	1301	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.	Fuzzy C-Means 92.67 92.31 90.04 89.53	92.31	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.14271	2505.14271:faid-knn	2505.14271:faid-knn@bcf946fa9d7ae083	table_configuration_join	locator=table1;identity_line=402	94.34	2505.14271:6cff2ef01430914f	source_owned_row_join	table_row	FAID k-nearest-neighbors clustering	k-Nearest Neighbors (KNN)	19	1298	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.	k-Nearest Neighbors (KNN) 90.52 90.21 85.37 84.95	19	1298	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.	k-Nearest Neighbors (KNN) 90.52 90.21 85.37 84.95	accuracy	numeric cell 1 of 4 in exact result row	1	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.; exact row/configuration for FAID k-nearest-neighbors clustering; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	90.52	2505.14271:19f25e9aade2ce9b	extracted_primary_pdf_text	papers/2505.14271.pdf	8b3058043686eae05e625beda122bee25f51a3dbf97c76f202f433c4c913c831	6829672ff81f6cf5208c229f121b2b69f3f518e20a6c6b07676c768d3ce592f0	wrong_column	19	1297	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.	Accuracy ↑ F1-macro ↑ Accuracy ↑ F1-macro ↑	2cde78a93e4b9e61c47ec170e1e924c2e3dcee71fabcba0e305b2ab6f0dae72f	19	1298	preceding Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold. | following Table 13: Comparison of clustering algorithms on known vs. unseen generators. The best results are shown in bold.	k-Nearest Neighbors (KNN) 90.52 90.21 85.37 84.95	90.21	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.14271	2505.14271:faid-multilingual-e5	2505.14271:faid-multilingual-e5@4530b1920fc1fc0f	table_configuration_join	locator=table1;identity_line=531	93.31	2505.14271:cb22eefdf6992daa	source_owned_row_join	table_row	FAID multilingual-e5 encoder	Multilingual-e5-base	19	1284	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.	Multilingual-e5-base 278M 91.41 90.82 0.3436 0.1732 85.32 84.50 0.5102 0.2543	19	1284	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.	Multilingual-e5-base 278M 91.41 90.82 0.3436 0.1732 85.32 84.50 0.5102 0.2543	accuracy	numeric cell 2 of 9 in exact result row	2	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.; exact row/configuration for FAID multilingual-e5 encoder; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	91.41	2505.14271:f3fc24f55bf7a8f6	extracted_primary_pdf_text	papers/2505.14271.pdf	8b3058043686eae05e625beda122bee25f51a3dbf97c76f202f433c4c913c831	dc669698d6f9c73a083940666f8afdf86f2fa8f1dfe2a459f499352cdaaecee3	wrong_column	19	1280	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.	Acc ↑ F1-macro ↑ MSE ↓ MAE ↓ Acc ↑ F1-macro ↑ MSE ↓ MAE ↓	767b1f3bcfb8283430f8a4855e91ed1c050173897c647418d2cd15a4d82e3ea1	19	1284	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.	Multilingual-e5-base 278M 91.41 90.82 0.3436 0.1732 85.32 84.50 0.5102 0.2543	90.82	The derived alternate numeric result cell in the same source row is not the declared account metric column.
2505.14271	2505.14271:faid-xlmr	2505.14271:faid-xlmr@761c20dff75a2d07	table_configuration_join	locator=table1;identity_line=420	94.34	2505.14271:6cff2ef01430914f	source_owned_row_join	table_row	FAID XLM-RoBERTa encoder	XLM-RoBERTa-base	19	1285	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.	XLM-RoBERTa-base 279M 91.90 90.63 0.2345 0.1190 86.75 85.20 0.4125 0.2104	19	1285	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.	XLM-RoBERTa-base 279M 91.90 90.63 0.2345 0.1190 86.75 85.20 0.4125 0.2104	accuracy	numeric cell 2 of 9 in exact result row	2	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.; exact row/configuration for FAID XLM-RoBERTa encoder; Review 26 successor re-audit binds this account to the recorded source state, exact row, and numeric column without inheriting the predecessor metric.	91.90	2505.14271:3f6c3ed8f99597f4	extracted_primary_pdf_text	papers/2505.14271.pdf	8b3058043686eae05e625beda122bee25f51a3dbf97c76f202f433c4c913c831	a566ebd435125a7736b29e07a78e138888200f69587530764b587b8617fcf65b	wrong_column	19	1280	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.	Acc ↑ F1-macro ↑ MSE ↓ MAE ↓ Acc ↑ F1-macro ↑ MSE ↓ MAE ↓	767b1f3bcfb8283430f8a4855e91ed1c050173897c647418d2cd15a4d82e3ea1	19	1285	preceding Table 11: List of diverse prompt templates used to generate FAIDSet – Label: LLM-paraphrased. | following Table 12: Model selection on known vs. unseen generators. The best results in each column are in bold.	XLM-RoBERTa-base 279M 91.90 90.63 0.2345 0.1190 86.75 85.20 0.4125 0.2104	90.63	The derived alternate numeric result cell in the same source row is not the declared account metric column.
