parent_id	title	paper_path	pdf_sha256	text_sha256	mapping_kind	publication_role	resolution	expected_account_count	inspected_scope	reason
2606.18946	SenFlow: Inter-Sentence Flow Modeling for AI-Generated Text Detection in Hybrid Documents	papers/2606.18946.pdf	441a655381b2dba7aa3e245239cb77d634de2f1b9388088cac9eb8c8056c5098	95c93ae288541dec59bd3811122dde735d19595d9fcb1c072ff0d8e0f25cd19b	non_candidate_class	primary_or_noncandidate_publication	primary_result	8	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 8 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2606.07313	SV-Detect: AI-generated Text Detection with Steering Vectors	papers/2606.07313.pdf	e954de41cee6325d644f01d0f3249205a1af84455ed2a77c9b4b2e710509ffe4	f40cf6302643a85b7eadafa07f2f9010b0bfe4ac7ed245809a5e77ed94d9033f	explicit_disposition	primary_or_noncandidate_publication	primary_result	10	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 10 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2606.04906	'Your AI Text is not Mine': Redefining and Evaluating AI-generated Text Detection under Realistic Assumptions	papers/2606.04906.pdf	71c13a58e23dbf10844c13afd9f074062dcb846d4e8daeed681ab361dcd41c6f	7e0c5c050ecf81844da614ed36a842d46a92c5425dd2e3be07cd99dbb720abd5	non_candidate_class	benchmark	embedded_result	2	Figure 5 document-level detector F1/FPR values and Table 2 cross-dataset AUROC/F1 rows were inspected for every named detector.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2606.04177	A Systematic Analysis of Linguistic Features in AI-Generated Text Detection Across Domains and Models	papers/2606.04177.pdf	454f87ecc87ad9c329018dd64c9a1b66bd35c9e13a8656ce9f833c17563e523a	cf6cc4a725ace5c861ae4908b6653ad0c72734b469595e79d5ba79b0fc341bf7	explicit_disposition	systematic_analysis	embedded_result+primary_result	2	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2606.02158	On the Salience of Low-Probability Tokens for AI-Generated Text Detection: A Multiscale Uncertainty Perspective	papers/2606.02158.pdf	88f56026bead9c967c88acc15d8a2eaedbb72ce93b3ddb163fa7f831c8be0962	a3b1ea93d353ed1184b382dedd84c78503ac4f308cc473776e181a8e6869d9f8	explicit_disposition	primary_or_noncandidate_publication	primary_result	2	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2606.00402	A Distribution-Free Framework for Rewrite-Based Human-text Detection via Knockoff Filtering	papers/2606.00402.pdf	facb5ff5f0f4f57c826e73ee1a6ba6e050646849f881e5d12def8302e5d0cd02	3c438579608e7afa3a1b7e111bdbd3dbafacaa096b7d64e548788c6d67a240e9	explicit_disposition	primary_or_noncandidate_publication	primary_result	2	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2605.27921	Show, Don't TELL: Explainable AI-Generated Text Detection	papers/2605.27921.pdf	3b7a16c01f81510af0c96ac0f4fcec59ca97ae39ce544fa008b2cf7f161916a3	6c746afef5a2ad5f27b5b6693cb556439509ea01b63ba1e5c8a9cb5751288578	explicit_disposition	primary_or_noncandidate_publication	primary_result	13	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 13 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2605.25281	READER: Reasoning-Enhanced AI-Generated Text Detection	papers/2605.25281.pdf	a99803f1395efb3f8e62abdd0303e2208d7e73ad99a34bd081b2a516d6fb8cba	0488530b9b6f45b3dd09ca8a40994f41a2cf3d716dc20bc3bd7676a53fe2999b	explicit_disposition	primary_or_noncandidate_publication	primary_result	2	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2605.20761	Findings of the Counter Turing Test: AI-Generated Text Detection	papers/2605.20761.pdf	8d5296a1c4ff5c6e63dbd4772a2e1ce2941236be084069889370ec1fd265aa12	a80a912ab40b2d8a49a4c9c305fce4da8846e4ab9a797b0c15a3bcbe17fe35b8	non_candidate_class	shared_task_overview	embedded_result	8	Task A leaderboard Table 2, system descriptions, bibliography, and every score at or above 0.90 were inspected; Task B is attribution.	Full text yields 8 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2605.16107	Multi-Level Contextual Token Relation Modeling for Machine-Generated Text Detection	papers/2605.16107.pdf	9168190e61f316a3cf8d90da4954e411cc0f1d29c55d9267c8bb03fdfae5ae39	25fd6ad5e9b7b635ffe565b3b149c9f7f3aa43fb3a415a2a52b29f7b94587030	explicit_disposition	primary_or_noncandidate_publication	primary_result	18	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 18 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2605.15518	DetectRL-X: Towards Reliable Multilingual and Real-World LLM-Generated Text Detection	papers/2605.15518.pdf	215337bd3892af99128c4a9f34a55161402d4ded6b367d4b77f918c46caba18a	02a5475510ff0c2faa4f38758beaf2dcaf6826ee1b210d47b511e85e8cbf24fd	non_candidate_class	benchmark	embedded_result	4	Every GECScore, X-Rob, mDeBERTa, and BiScope cell in binary and ternary Table 2, including language-specific best F1 and one-percent-FPR F1, plus training, robustness, and artifact sections were inspected.	Full text yields 4 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2605.14240	Paraphrasing Attack Resilience of Various AI-Generated Text Detection Methods	papers/2605.14240.pdf	a08eccd936af4fdbcf1de354d2f52369aba506f8e3824e6fbc323bf93625d3c2	4687163afd965d0e0cd0e286e211d0d54c933113f406c85e4d657bcfbaec6ac7	non_candidate_class	attack_evaluation	no_qualifying_account	0	Initial and post-attack ensemble tables, every component/ensemble F1, detector descriptions, Binoculars background claims, and artifact statements were inspected.	The seven evaluated detectors peak at 0.8061 F1 before paraphrase and 0.6716 after attack; the paper claims attack degradation, not a new high-performing detector.
2605.06903	MELD: Multi-Task Equilibrated Learning Detector for AI-Generated Text	papers/2605.06903.pdf	be6113f650736e4213712442e1e775c7284563ceda84684804057b7a31ec5df9	66355799287c066b054b6d4a5720d4870457801585097cae14aadf96e7380503	explicit_disposition	primary_or_noncandidate_publication	primary_result	2	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2605.03723	Segmenting Human-LLM Co-authored Text via Change Point Detection	papers/2605.03723.pdf	d04fc0c7b36cd4caa2cd53928701ff6ae4fde1692ed68c1b983c8378fa0a03d5	bdab75fe5c8b57925582a659bbe4a59a7a7abb6e80e07f3b7c18884e71a355fe	non_candidate_class	primary_or_noncandidate_publication	primary_result	2	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2605.02712	mdok-style at SemEval-2026 Task 10: Finetuning LLMs for Conspiracy Detection	papers/2605.02712.pdf	7dd6564d77e3d48f2614e862fc353a71635a2bc10c54fa50647b9e969efaa978	02a917e429ca83a5939c4f254090856ef0e01885e6c70d372897c0132f9b3b5c	non_candidate_class	primary_or_noncandidate_publication	primary_result	1	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 1 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2605.02374	Fight Poison with Poison: Enhancing Robustness in Few-shot Machine-Generated Text Detection with Adversarial Training	papers/2605.02374.pdf	1b0852d146247c2b09f102f82b60b9f573f0fae1965f82d49dd76108c6aa0585	0e633a4a8624cbfd5ad1073218597af20dd810df39348a67933a37723ce35738	explicit_disposition	primary_or_noncandidate_publication	primary_result	4	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 4 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.25860	Luminol-AIDetect: Fast Zero-shot Machine-Generated Text Detection based on Perplexity under Text Shuffling	papers/2604.25860.pdf	4a26f7173db0695317e182176784d7988fd7b5da5fd23b7b87eef01964635480	cd9f6aacd646b8141649b70366786b89289e65ec6736fd2f4226b8806d07730c	explicit_disposition	primary_or_noncandidate_publication	primary_result	3	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 3 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.21365	mcdok at SemEval-2026 Task 13: Finetuning LLMs for Detection of Machine-Generated Code	papers/2604.21365.pdf	bc66b5b004488cb6a045be4376fe79e97cdb959d4ad7f7e03e3d91f5212b9978	a6d6c6cab1090ae48eb5f49534d2eedc045e3e0184d5c6e9c8bd935a9c45be9d	non_candidate_class	primary_or_noncandidate_publication	primary_result	3	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 3 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.21300	Explainable Disentangled Representation Learning for Generalizable Authorship Attribution in the Era of Generative AI	papers/2604.21300.pdf	f066fc1b8b18255616e1d16245252592c3a49d48c67ba8181ecc7a2b24994cbe	ee1fba9d0ef3291778ac6413ba69dbe59a6b4dd16cb8e5a7b7c1c1fa866dc398	non_candidate_class	primary_or_noncandidate_publication	primary_result	4	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 4 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.21223	Zero-Shot Detection of LLM-Generated Text via Implicit Reward Model	papers/2604.21223.pdf	948798d933d73d437446080ec0b83aa9176b9ded9985825a10b30d4198b668fe	2790cd2f24e8eb3c0e24e014d081e2959719c3aad05e844dbafe1016cfc69d2f	explicit_disposition	primary_or_noncandidate_publication	primary_result	2	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.16923	Alignment Imprint: Zero-Shot AI-Generated Text Detection via Provable Preference Discrepancy	papers/2604.16923.pdf	620a0cf98fe5cabd0d266470d1cbd4a39b59b5ec0542de920a52ce1a5dae5f06	ce612c9dafbeb0115667031c8da9b1c17610e83188c19927e1e26052f751588f	explicit_disposition	primary_or_noncandidate_publication	primary_result	15	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 15 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.16607	Spotlights and Blindspots: Evaluating Machine-Generated Text Detection	papers/2604.16607.pdf	d241c6240c8dde00a1af345b9f72b8eac56c9fe2d3acf0067c7a3396eea370c5	f08e5234c64ac7fe9e3f2c962e70bdeb9e28eb54c8bc1ea98f7df7edfb08e011	non_candidate_class	evaluation_study	embedded_result	12	All fifteen systems in Figure 1 and Table 2 were inspected across seven datasets, including every named best-dataset AUROC at or above 0.90, each corresponding low and mean, method variants, and official release links.	Full text yields 12 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2606.00016	AEyeDE: An Attention-Based Attribution Framework for AI-Generated Text Detection	papers/2606.00016.pdf	4286cbb4d617297eb393ef3e9b360ab5820e61407657a649fb10013442087e1c	af89e51b0e1e99ed0ed7b70a97479f9485bc682d7334100e7fc6973c463ae46c	explicit_disposition	primary_or_noncandidate_publication	primary_result	4	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 4 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.11796	C-ReD: A Comprehensive Chinese Benchmark for AI-Generated Text Detection Derived from Real-World Prompts	papers/2604.11796.pdf	6e12b1e8229bec83fdbcc9a11b880dbe4429049a8ea3cec561453b51625aacf4	622838ceff4c6bae4d1c7b2ad7a0a7d3d34d551da30be8a904869100f57022fc	non_candidate_class	language_benchmark	embedded_result	12	Tables 2 through 4 and 11 through 18 were inspected across every named method, five domains, nine generators, fine-tuning, external Chinese, and M4 transfer settings.	Full text yields 12 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.04932	Beyond the Final Actor: Modeling the Dual Roles of Creator and Editor for Fine-Grained LLM-Generated Text Detection	papers/2604.04932.pdf	2d0e4d3ed868b9f4607d0fb9ca65515426ce391fbdf9450d41b92b8025f6faa7	b294d3044c1ed8d56f6583d3a3d8ac948a6b86f56df0701bf0305e919f4c20d0	non_candidate_class	primary_or_noncandidate_publication	primary_result	13	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 13 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.02008	$k$NNProxy: Efficient Training-Free Proxy Alignment for Black-Box Zero-Shot LLM-Generated Text Detection	papers/2604.02008.pdf	48fd6d511e7940371c3e44b8a652391b55e547618bf0f21e31826a3f3379afbc	6f294de5f3cf7112954b41125fc99d09b3c94615f1ae5d7d21e12b9f46e82789	explicit_disposition	primary_or_noncandidate_publication	primary_result	5	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 5 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2603.27949	EnsemJudge: Enhancing Reliability in Chinese LLM-Generated Text Detection through Diverse Model Ensembles	papers/2603.27949.pdf	7952cecf187a439657d4c447facca61dbce827603ba3eace9aa4bd434755a8b2	3a5b92deb04c1763fba81cbc45786a56ce6bd50d68e7eafb306e1c8a2f8773ff	non_candidate_class	language_shared_task	embedded_result	13	Every named row and all overall, normal, attack, and 64/128/256/512-token cells in official test Table 3, plus model descriptions, artifacts, and inference composition were inspected.	Full text yields 13 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2604.19768	Saying More Than They Know: A Framework for Quantifying Epistemic-Rhetorical Miscalibration in Large Language Models	papers/2604.19768.pdf	8d0f0250072a8cc343342a6f73b3a7d021ecfa929e176ad59f8996d6cf029dee	bd703e661ce1ba04bd7c4eb46408da5bac37348c1d298ca218febf99cfd3d97e	non_candidate_class	primary_or_noncandidate_publication	no_qualifying_account	0	Full text and every result table; proposed/submitted system identities, versions, variants, datasets, operating points, mechanisms, artifact statements, and timing claims.	The experiments measure epistemic-rhetorical miscalibration in LLM outputs; no human-versus-machine detector, fitted detection state, or detector performance table is present.
2603.24981	Exons-Detect: Identifying and Amplifying Exonic Tokens via Hidden-State Discrepancy for Robust AI-Generated Text Detection	papers/2603.24981.pdf	aa168b104cb89db81bbe82b458844b2e836f2751b1a20b3d3a7a50ae3abdefbe	6bf26791850c6817024898cba4a2e1252564f7850d54dee06f0b687e76cb0715	explicit_disposition	primary_or_noncandidate_publication	primary_result	12	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 12 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2603.23146	Why AI-Generated Text Detection Fails: Evidence from Explainable AI Beyond Benchmark Accuracy	papers/2603.23146.pdf	ae8fbbf92fbeb90047c9375f23713836fb7d42a64224a29317dee078cc04a86f	a21546c33ce213e41f218001af8111dc7ee0d72edf0135fa092819146925a2f1	explicit_disposition	primary_detector_analysis	embedded_result	8	The four proposed fitted classifiers, PAN leaderboard comparisons, cross-validation, cross-dataset Tables 4 through 10, ensemble variants, generator shifts, error analysis, and release statements were inspected.	Full text yields 8 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2603.18750	Automatic detection of Gen-AI texts: A comparative framework of neural models	papers/2603.18750.pdf	42106d2af0da94784fef3855471f0e5106e90c2beb0a2552295c4abece29d27f	8a8535edd2bba85c913c8dd38f27790657d5ee2b05884aa08167a9f650cd3bef	explicit_disposition	comparative_study	embedded_result	13	Every overall and class-specific value in the 60-text English, Italian, cross-domain, and thematic Tables 3 through 6, all service/model identities, notebooks, and checkpoint statements were inspected.	Full text yields 13 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2603.05617	NOTAI.AI: Explainable Detection of Machine-Generated Text via Curvature and Feature Attribution	papers/2603.05617.pdf	fd9271b6536f814eb0341107ed67cb512389ccebc4345b8c53af644ce3e35f5b	e1f97fef025b788c7f3b8582b1b457d121a7f0abd82713c4846d8a2ee598c58b	explicit_disposition	primary_or_noncandidate_publication	primary_result	3	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 3 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2602.15514	DependencyAI: Detecting AI Generated Text through Dependency Parsing	papers/2602.15514.pdf	0364ad5bf6d54460ccff938c6f1551bbd7bfdcd47f00ac3da7c92ec43fd2bbab	b99baf05a1fd3aef4dbbf523763849006a5eae42b1c002cb28e57ba6fd5aea04	explicit_disposition	primary_or_noncandidate_publication	primary_result	2	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2602.11871	DMAP: A Distribution Map for Text	papers/2602.11871.pdf	1d6f64e59bca821d67d7a009f235d2527aabd5a5ecb68e54a39c83ef156f301f	d54d25ebf9af859c44c0f9b9ce2105c778e2be610418c57cbc47d3877a970d02	non_candidate_class	primary_or_noncandidate_publication	primary_result	6	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 6 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2602.08031	Beyond Raw Detection Scores: Markov-Informed Calibration for Boosting Machine-Generated Text Detection	papers/2602.08031.pdf	11eb54df919e3feb2532bc51930f932f3abd604b801d159407203d2f67be5f77	8867634321d23dce2026d19876bf6b322a7860ade4f26c0447c43b47f4f228b7	explicit_disposition	primary_or_noncandidate_publication	primary_result	10	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 10 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2602.01240	Minimizing Mismatch Risk: A Prototype-Based Routing Framework for Zero-shot LLM-generated Text Detection	papers/2602.01240.pdf	cb1dec41905277a687fb25c351e0f5493ccdc26c0a0886fa88a3e856455838be	0c269d6a3f8de8e3450e7418511bd69ab93b911cc7e3012e80ffb2c66b313150	explicit_disposition	primary_or_noncandidate_publication	primary_result	6	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 6 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2602.13226	Variation is the Key: A Variation-Based Framework for LLM-Generated Text Detection	papers/2602.13226.pdf	d5b7095c094ec8a82517cdf36f4f6216a1fc06cd2c15d528fdc9166cf4c9296a	8a94fff11e9920b330eb3ebd2519be81a8419088974d0e9f01e984c6ef357166	explicit_disposition	primary_or_noncandidate_publication	primary_result	2	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 2 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2601.20006	On the Effectiveness of LLM-Specific Fine-Tuning for Detecting AI-Generated Text	papers/2601.20006.pdf	bdfbb99b6283d1533b3490b43119ba1dc1b10c7ceaedfd7a9949acc8651a5d80	a5a4f02f1b6581b47014bbb7c4349d50bb7b609850b34b6590115fbd54377cbc	explicit_disposition	primary_or_noncandidate_publication	primary_result	38	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 38 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2601.04833	When AI Settles Down: Late-Stage Stability as a Signature of AI-Generated Text Detection	papers/2601.04833.pdf	50bb8bb07148e7ef527bc9875987b7ea0b6c6cc3233778ae633941af4c8891f4	e2368d183312aa043ca222f22983c882c88be2eeea06e5956ec13fe22f06646e	explicit_disposition	primary_or_noncandidate_publication	primary_result	9	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 9 exact account(s); the immutable account inventory is compared with distinct disposition targets.
2601.04641	DP-MGTD: Privacy-Preserving Machine-Generated Text Detection via Adaptive Differentially Private Entity Sanitization	papers/2601.04641v1.pdf	5d5caf4e90eba97468b0ae46788d603834fc5414d787f8eab6be0929b28152e2	b9c85ea0fdb8ef78100c750840d6f32a937a1fa645b1b72ea0715a0b995d5036	explicit_disposition	primary_or_noncandidate_publication	primary_result	8	Full text; every main and appendix result table; separately named submitted/proposed/fitted configurations; dataset, generator, domain, length, validation/test, mechanism, artifact, and timing statements.	Full text yields 8 exact account(s); the immutable account inventory is compared with distinct disposition targets.
